symbol,interval,price,buyAmount,gainProfit,gainAmount,totalAmount,startDate,endDate,avgDate,volume,quoteVolume
BNBUSDT,5M,null,500,0.8680123872601172,4.340061936300586,504.3400619363006,2021-08-22 15:00:00,2021-08-22 22:45:00,0 days 07:45:00,26410.25130000,11645592.92667100
BNBUSDT,5M,null,500,0.7586876510036836,3.793438255018418,503.79343825501843,2021-08-22 15:10:00,2021-08-22 22:45:00,0 days 07:35:00,8779.96290000,3876558.29186600
BNBUSDT,5M,null,500,1.3047910295616698,6.5239551478083495,506.52395514780835,2021-08-22 14:55:00,2021-08-22 22:50:00,0 days 07:55:00,33334.53850000,14715020.80640700
BNBUSDT,5M,null,500,0.972124884136281,4.860624420681405,504.86062442068135,2021-08-22 15:05:00,2021-08-22 22:55:00,0 days 07:50:00,7606.73480000,3369072.62205800
BNBUSDT,5M,null,500,0.9223818786471666,4.611909393235833,504.61190939323586,2021-08-24 14:10:00,2021-08-25 02:05:00,0 days 11:55:00,14081.56060000,6762784.62220400
BNBUSDT,5M,null,500,2.0234697113859803,10.117348556929901,510.1173485569299,2021-08-24 15:55:00,2021-08-25 02:05:00,0 days 10:10:00,20290.25010000,9566963.62068800
BNBUSDT,5M,null,500,2.5743500350757755,12.871750175378878,512.8717501753789,2021-08-24 16:05:00,2021-08-25 02:05:00,0 days 10:00:00,13292.80890000,6270736.16776800
BNBUSDT,5M,null,500,3.906283647013219,19.5314182350661,519.5314182350661,2021-08-24 16:15:00,2021-08-25 02:05:00,0 days 09:50:00,41725.00960000,19350555.97506800
BNBUSDT,5M,null,500,2.30882974228982,11.5441487114491,511.54414871144917,2021-08-24 15:50:00,2021-08-25 02:30:00,0 days 10:40:00,15493.05020000,7354988.65731600
BNBUSDT,5M,null,500,3.8354343538289997,19.177171769144998,519.177171769145,2021-08-24 16:10:00,2021-08-25 02:30:00,0 days 10:20:00,17681.79460000,8278949.68922100
BNBUSDT,5M,null,500,3.142965843760569,15.714829218802848,515.7148292188028,2021-08-24 16:00:00,2021-08-25 05:35:00,0 days 13:35:00,29504.38420000,13884597.94332800
BNBUSDT,5M,null,500,4.592959883733358,22.96479941866679,522.9647994186668,2021-08-24 16:20:00,2021-08-25 05:50:00,0 days 13:30:00,24695.98400000,11493823.27305300
